age,Systolic blood pressure,Diastolic blood pressure,Fasting Glucose,Glycohemoglobin,Low-density lipoprotein,High-density lipoprotein,Triglyceride,hypertension,diabetes,Coronary Heart Disease,smoke,sleep time,stroke_pred_proba_percent
80,140,60,6.5,4.5,3.0,0.8,2.0,1,1,1,1,6,58.31
80,140,60,5.5,5.5,2.0,1.3,1.5,0,1,1,0,6,40.36
50,160,60,8.0,9.0,2.0,1.6,3.0,1,0,0,1,4,57.37
30,120,70,10.0,4.5,3.0,1.6,2.0,0,1,0,1,4,50.01
40,180,100,8.0,6.5,5.0,1.3,1.5,0,1,0,1,10,27.31
40,100,100,4.5,4.5,3.0,1.6,1.5,1,0,1,1,4,47.01
40,120,100,4.5,7.5,2.0,1.3,1.0,0,1,0,1,6,28.57
20,140,70,4.5,9.0,5.0,0.8,1.0,0,0,1,0,6,62.95
20,180,70,10.0,6.5,4.0,0.8,1.0,1,0,1,0,6,71.08
20,140,90,5.5,7.5,4.0,1.6,1.0,0,0,1,1,6,60.68
60,140,100,4.5,5.5,5.0,1.0,3.0,0,1,0,0,4,31.15
40,180,100,8.0,4.5,4.0,1.0,2.0,0,1,0,1,4,39.03
30,180,80,4.5,7.5,4.0,1.6,2.0,0,1,1,1,6,53.35
40,160,60,10.0,5.5,5.0,1.6,2.0,1,0,0,1,8,59.26
30,120,100,6.5,4.5,5.0,1.6,1.0,0,1,0,0,4,30.17
70,140,80,4.5,7.5,4.0,0.8,1.5,0,1,1,1,4,60.73
70,180,80,6.5,4.5,5.0,1.6,1.0,0,0,1,1,10,64.48
60,160,70,6.5,9.0,4.0,1.3,2.0,0,0,0,0,4,48.09
50,160,80,4.5,6.5,5.0,0.8,1.0,1,1,0,1,6,53.91
50,160,70,5.5,6.5,2.0,0.8,2.0,1,0,1,0,4,36.41
20,100,100,10.0,5.5,2.0,0.8,2.0,0,1,1,1,4,33.54
80,180,90,5.5,6.5,2.0,1.0,2.0,0,0,1,1,10,45.39
60,180,100,6.5,7.5,5.0,0.8,1.5,1,0,1,1,10,59.59
20,160,90,5.5,4.5,3.0,1.0,1.5,1,0,1,1,10,55.5
50,160,70,6.5,5.5,5.0,0.8,3.0,1,0,1,0,8,49.87
30,100,90,6.5,5.5,3.0,0.8,1.5,0,0,1,1,8,51.97
80,180,80,10.0,9.0,5.0,0.8,1.5,1,0,1,0,4,63.78
20,100,90,8.0,4.5,3.0,1.3,2.0,0,0,0,1,10,26.11
20,140,60,10.0,4.5,4.0,1.6,1.5,1,0,0,1,6,51.96
60,100,60,8.0,7.5,2.0,1.0,2.0,1,1,1,0,6,35.79
50,180,100,5.5,9.0,4.0,1.0,3.0,1,0,0,0,4,41.44
40,160,90,5.5,6.5,5.0,1.3,1.5,1,0,0,0,6,36.24
20,120,100,8.0,5.5,5.0,0.8,3.0,1,1,0,1,4,34.68
20,100,80,6.5,9.0,5.0,0.8,2.0,0,0,0,1,8,35.38
80,120,100,6.5,5.5,5.0,0.8,1.5,0,1,0,1,8,27.91
60,180,100,8.0,7.5,2.0,1.0,2.0,0,0,1,1,4,41.61
80,180,100,5.5,7.5,3.0,1.3,3.0,0,0,1,0,4,39.88
60,100,100,6.5,5.5,2.0,1.0,2.0,1,0,1,0,10,25.71
50,180,60,8.0,9.0,5.0,1.6,1.5,1,1,1,1,4,63.21
40,180,70,6.5,9.0,5.0,1.3,1.5,1,1,1,1,4,64.49
70,120,90,8.0,7.5,5.0,1.0,1.0,1,1,0,0,8,36.48
30,120,80,6.5,4.5,5.0,1.6,2.0,1,0,0,0,6,47.05
70,160,70,6.5,5.5,5.0,1.6,1.0,1,0,1,1,6,71.16
20,120,100,5.5,7.5,4.0,1.6,1.0,1,1,0,0,8,32.73
70,160,90,6.5,4.5,4.0,1.6,3.0,1,1,1,0,10,45.87
50,100,80,4.5,9.0,3.0,1.0,2.0,1,0,1,1,6,45.94
60,180,90,5.5,7.5,2.0,0.8,1.5,0,0,0,0,8,25.75
50,180,100,8.0,4.5,2.0,1.6,1.5,1,0,0,0,8,34.39
60,100,70,4.5,7.5,4.0,1.3,3.0,1,1,0,0,8,39.24
20,120,80,6.5,6.5,4.0,1.3,2.0,1,1,0,0,8,48.98
40,120,70,6.5,4.5,4.0,0.8,3.0,1,1,0,0,8,51.28
30,120,70,6.5,7.5,5.0,1.3,1.5,0,1,0,0,4,36.69
30,140,90,5.5,7.5,2.0,1.0,1.0,0,0,0,1,10,34.96
40,120,80,5.5,9.0,4.0,0.8,2.0,0,0,1,1,10,61.46
60,140,90,6.5,6.5,2.0,0.8,1.5,1,0,1,0,6,34.41
80,120,60,6.5,5.5,4.0,0.8,1.0,1,1,1,1,8,70.79
70,180,70,8.0,5.5,3.0,1.0,1.5,1,0,0,0,10,56.55
30,100,70,6.5,4.5,3.0,1.0,3.0,0,0,0,0,6,38.34
20,120,80,4.5,4.5,5.0,0.8,2.0,1,0,1,1,4,54.59
40,160,80,6.5,7.5,5.0,1.0,1.0,0,1,1,1,10,68.82
20,140,70,6.5,4.5,3.0,0.8,3.0,1,0,0,0,10,59.45
80,180,80,10.0,6.5,4.0,1.0,2.0,0,0,0,1,4,51.91
70,160,70,6.5,4.5,5.0,1.3,3.0,0,1,0,1,6,47.97
60,180,70,4.5,9.0,4.0,1.0,2.0,0,1,0,0,8,51.27
50,120,100,8.0,6.5,5.0,1.6,3.0,1,1,1,1,10,39.91
40,160,90,5.5,6.5,2.0,1.6,3.0,0,1,1,0,8,26.59
20,120,70,8.0,5.5,3.0,1.0,1.0,1,1,1,0,4,58.89
20,140,100,4.5,9.0,5.0,1.3,1.0,1,0,0,0,8,36.96
80,160,90,6.5,7.5,5.0,0.8,2.0,0,0,0,1,10,34.65
80,140,70,4.5,4.5,4.0,1.0,2.0,0,0,1,0,4,50.74
70,180,60,5.5,7.5,2.0,1.3,3.0,1,0,0,1,8,48.09
80,160,60,5.5,7.5,2.0,1.0,3.0,1,0,1,1,6,33.44
70,180,100,8.0,5.5,4.0,0.8,1.0,0,0,1,1,4,59.36
20,160,80,8.0,6.5,2.0,1.3,1.0,0,0,1,0,6,50.2
70,160,100,4.5,6.5,3.0,1.0,3.0,1,1,0,1,8,34.69
50,140,70,8.0,6.5,4.0,1.0,1.0,1,0,0,0,8,49.62
40,160,90,8.0,6.5,5.0,1.3,2.0,1,0,0,1,8,43.2
70,160,80,10.0,9.0,2.0,1.6,3.0,1,0,0,0,8,59.44
20,180,70,6.5,6.5,4.0,0.8,1.5,0,1,1,0,8,70.31
60,120,90,10.0,4.5,2.0,1.3,1.5,1,1,0,1,10,40.92
20,160,70,5.5,9.0,3.0,1.3,1.5,0,1,1,1,6,51.55
70,160,90,4.5,4.5,4.0,1.6,1.0,1,1,1,0,10,63.7
50,140,80,5.5,4.5,4.0,1.0,1.5,0,0,0,1,8,37.83
20,180,90,10.0,9.0,3.0,1.0,1.5,0,1,1,1,6,51.18
30,180,80,10.0,4.5,5.0,0.8,1.5,0,0,1,0,10,57.45
20,120,70,4.5,4.5,2.0,1.0,1.0,0,0,0,0,6,40.05
30,140,60,5.5,6.5,4.0,1.0,2.0,1,0,1,0,6,59.04
40,180,60,10.0,6.5,4.0,1.3,2.0,1,0,1,1,8,57.92
40,160,70,8.0,4.5,3.0,1.0,2.0,1,0,0,0,8,57.11
40,140,90,5.5,4.5,4.0,0.8,1.5,1,0,1,0,8,55.8
60,140,70,4.5,6.5,4.0,1.3,2.0,0,1,1,1,6,57.94
50,120,70,4.5,7.5,2.0,1.3,3.0,0,1,0,0,6,46.77
50,180,60,5.5,6.5,5.0,1.3,1.5,0,1,0,1,8,43.03
80,100,70,8.0,6.5,4.0,1.3,1.0,0,0,0,1,8,40.69
30,160,100,8.0,5.5,4.0,0.8,1.5,0,1,1,0,6,59.64
50,140,60,10.0,5.5,3.0,1.6,1.5,1,1,1,1,6,64.95
20,160,100,4.5,5.5,5.0,1.0,1.5,0,0,1,1,4,53.05
30,120,80,10.0,6.5,3.0,1.6,2.0,1,0,0,1,4,56.3
80,120,60,8.0,6.5,2.0,1.0,1.5,1,0,0,1,10,63.01
40,120,70,4.5,6.5,4.0,1.0,3.0,1,0,1,0,6,44.61
60,180,70,4.5,5.5,3.0,0.8,2.0,1,1,0,0,8,57.5
50,120,100,4.5,4.5,2.0,0.8,1.0,1,0,1,0,4,26.1
50,160,80,4.5,9.0,3.0,1.0,1.0,1,1,1,1,4,51.47
40,100,90,5.5,6.5,5.0,1.6,1.0,0,0,1,1,6,60.6
20,100,70,8.0,9.0,5.0,0.8,1.0,1,1,0,1,6,44.07
50,180,80,6.5,5.5,5.0,0.8,1.5,0,0,1,1,4,64.52
80,160,60,6.5,6.5,3.0,1.0,1.5,1,0,1,0,8,66.53
70,120,70,8.0,6.5,4.0,1.3,1.0,0,1,0,1,10,56.91
80,180,70,8.0,9.0,5.0,0.8,3.0,1,0,0,1,6,54.71
60,180,70,5.5,9.0,5.0,0.8,2.0,1,1,1,0,8,55.1
70,160,90,4.5,5.5,3.0,0.8,3.0,0,1,0,1,10,39.22
30,160,60,10.0,5.5,2.0,1.0,1.0,1,1,1,0,10,52.97
70,140,80,4.5,4.5,2.0,1.6,2.0,0,1,0,0,8,39.74
60,120,60,4.5,4.5,3.0,0.8,1.5,0,0,1,1,4,54.59
40,120,100,6.5,6.5,4.0,1.3,1.0,0,0,0,0,8,33.14
20,100,80,5.5,7.5,4.0,1.3,2.0,0,1,1,1,4,50.71
50,100,70,6.5,5.5,5.0,1.3,2.0,1,0,0,0,8,38.6
60,160,90,8.0,6.5,5.0,0.8,1.5,1,0,0,0,10,40.95
60,160,100,10.0,9.0,4.0,0.8,1.0,0,0,0,1,6,28.08
40,140,80,6.5,9.0,4.0,1.6,2.0,0,0,1,1,4,54.58
80,120,60,4.5,6.5,3.0,0.8,1.5,1,0,0,0,4,55.53
20,180,100,10.0,6.5,4.0,1.0,1.0,0,1,0,1,6,29.02
80,140,60,8.0,9.0,3.0,0.8,1.0,1,1,0,0,6,47.29
20,120,90,4.5,5.5,2.0,1.0,3.0,1,0,0,1,10,30.11
80,180,90,8.0,9.0,5.0,1.3,2.0,0,1,1,1,6,52.39
80,180,60,10.0,5.5,4.0,1.0,1.5,1,1,1,1,8,69.71
20,120,80,6.5,5.5,4.0,1.6,3.0,1,0,0,1,8,47.42
80,120,100,6.5,9.0,2.0,1.0,1.5,1,0,1,0,10,37.26
60,100,80,6.5,5.5,3.0,1.0,3.0,1,1,0,0,4,41.29
20,120,60,6.5,9.0,5.0,1.6,2.0,1,1,1,1,4,57.45
40,140,70,4.5,7.5,3.0,0.8,1.0,1,0,1,1,6,53.04
70,180,80,8.0,6.5,5.0,1.3,1.5,0,1,0,1,8,41.99
60,140,100,10.0,9.0,5.0,1.3,3.0,0,0,1,1,6,31.17
40,160,60,10.0,5.5,2.0,1.0,1.0,1,0,0,0,10,62.97
50,140,80,4.5,6.5,3.0,1.0,1.0,1,1,1,0,4,55.18
50,140,60,5.5,7.5,2.0,1.6,2.0,1,1,1,0,6,38.4
40,100,70,5.5,6.5,5.0,0.8,1.5,1,1,0,0,10,48.19
30,140,70,5.5,5.5,3.0,1.6,3.0,0,0,0,1,4,52.0
50,100,100,8.0,5.5,3.0,0.8,1.5,1,0,1,1,4,50.86
70,140,80,5.5,5.5,5.0,1.0,3.0,1,1,0,1,6,47.05
60,140,60,6.5,6.5,3.0,0.8,2.0,1,0,0,1,8,55.91
20,100,70,8.0,9.0,2.0,1.3,1.0,1,0,0,1,8,52.44
50,100,70,5.5,5.5,2.0,1.0,1.5,0,0,0,0,10,43.98
20,100,70,6.5,6.5,4.0,1.6,3.0,0,1,0,0,8,33.56
80,160,60,6.5,9.0,3.0,1.0,2.0,1,0,0,0,8,53.25
80,100,100,8.0,5.5,2.0,1.6,1.0,0,1,1,1,6,34.95
70,140,90,10.0,4.5,3.0,1.0,3.0,1,0,0,0,4,37.53
80,120,60,6.5,5.5,4.0,1.3,1.5,0,0,1,1,6,64.91
60,180,100,6.5,5.5,3.0,1.6,3.0,0,1,1,1,8,40.03
80,180,70,4.5,9.0,2.0,1.3,1.0,0,0,0,0,10,35.13
50,100,70,4.5,6.5,2.0,1.0,1.0,0,0,1,0,6,41.12
60,100,90,5.5,6.5,4.0,0.8,3.0,1,1,0,0,10,29.18
40,120,60,5.5,9.0,4.0,1.3,3.0,1,1,0,0,4,50.72
80,140,60,6.5,4.5,2.0,1.6,1.0,1,1,1,0,8,41.31
30,140,100,10.0,5.5,2.0,0.8,1.5,0,0,1,1,10,33.66
20,100,70,4.5,5.5,2.0,0.8,3.0,1,1,1,1,4,35.44
20,100,100,10.0,7.5,3.0,1.0,2.0,0,1,1,1,6,41.58
70,180,80,6.5,4.5,2.0,1.0,1.0,0,1,0,1,4,52.69
40,100,90,4.5,6.5,2.0,1.3,1.5,0,1,1,1,4,38.46
50,100,100,8.0,9.0,3.0,0.8,2.0,1,1,0,0,6,28.77
20,120,70,8.0,5.5,2.0,0.8,1.5,0,1,1,1,8,40.88
50,160,60,4.5,9.0,5.0,1.3,2.0,1,1,1,0,8,61.32
70,100,90,5.5,4.5,2.0,1.0,3.0,1,0,0,1,4,31.6
50,100,90,8.0,7.5,5.0,1.6,1.5,0,1,0,1,10,20.61
60,120,100,5.5,5.5,3.0,1.3,2.0,1,1,0,1,10,34.7
20,160,60,4.5,7.5,4.0,0.8,1.5,0,0,1,0,6,61.31
80,120,70,6.5,4.5,4.0,1.0,2.0,1,1,1,0,8,52.15
30,140,100,6.5,7.5,3.0,1.3,2.0,0,1,1,0,10,44.75
50,100,90,6.5,6.5,3.0,1.6,1.0,0,1,1,1,10,53.87
70,100,80,6.5,7.5,4.0,1.3,3.0,0,0,1,1,4,36.27
40,140,70,5.5,9.0,3.0,1.0,1.0,1,0,1,1,10,61.13
70,140,90,5.5,9.0,3.0,1.0,3.0,0,0,1,1,8,35.98
80,180,80,8.0,7.5,2.0,0.8,1.5,1,0,1,0,10,53.81
70,100,100,4.5,6.5,2.0,1.6,1.5,1,0,1,0,4,38.85
70,100,80,8.0,7.5,4.0,1.3,1.5,1,1,0,1,6,38.94
20,180,90,8.0,7.5,5.0,1.6,1.0,0,1,0,0,10,27.65
70,100,80,10.0,5.5,5.0,1.0,1.0,1,1,0,1,4,52.73
40,100,90,6.5,6.5,4.0,1.0,2.0,1,0,0,1,4,29.01
80,180,70,5.5,7.5,4.0,1.0,3.0,1,1,1,0,10,52.54
30,120,80,5.5,7.5,4.0,1.0,1.0,1,0,1,1,6,61.9
50,160,60,4.5,9.0,4.0,0.8,3.0,1,0,1,1,10,59.98
70,120,90,8.0,7.5,3.0,1.3,1.5,1,1,0,1,8,29.46
70,100,100,4.5,4.5,4.0,1.3,1.0,0,0,0,1,4,28.37
70,160,60,4.5,6.5,2.0,1.6,1.0,0,0,0,0,4,42.6
40,100,100,4.5,9.0,4.0,1.6,1.5,0,1,0,0,8,21.28
50,120,90,5.5,4.5,2.0,1.0,2.0,0,0,0,0,4,32.08
70,180,80,8.0,5.5,3.0,1.0,3.0,1,1,0,0,10,60.63
40,180,90,10.0,4.5,4.0,1.0,3.0,0,0,0,0,4,35.05
30,180,100,6.5,4.5,2.0,0.8,3.0,1,0,0,1,8,41.26
70,120,60,5.5,4.5,3.0,1.6,1.5,0,1,0,1,4,42.09
80,180,80,4.5,5.5,5.0,1.6,1.5,1,0,0,1,4,52.41
70,160,60,10.0,4.5,2.0,1.3,1.0,1,1,1,1,4,46.55
50,100,80,4.5,6.5,2.0,1.0,1.5,0,1,0,0,6,35.16
80,140,80,4.5,4.5,3.0,1.6,1.0,1,0,0,0,10,55.63
30,160,90,10.0,5.5,4.0,1.6,2.0,0,1,1,0,4,49.07
20,160,90,4.5,6.5,3.0,0.8,3.0,1,1,1,0,10,44.62
60,180,100,6.5,5.5,2.0,1.3,2.0,0,1,0,0,8,35.96
40,140,100,5.5,5.5,5.0,1.3,1.5,0,1,0,1,4,25.73
50,100,90,10.0,6.5,5.0,1.3,2.0,0,1,0,0,10,22.21
20,180,80,4.5,5.5,3.0,1.6,2.0,0,0,0,0,10,50.57
40,140,80,4.5,5.5,5.0,1.6,2.0,1,0,0,1,8,50.71
80,180,80,8.0,6.5,4.0,0.8,1.5,0,1,0,1,10,43.32
40,120,80,8.0,7.5,2.0,1.3,1.5,1,1,0,1,10,55.02
40,100,80,8.0,5.5,2.0,1.3,2.0,1,0,1,1,8,37.92
30,180,80,8.0,9.0,3.0,1.0,1.5,0,1,0,1,8,34.18
80,180,60,10.0,9.0,5.0,0.8,1.5,0,0,1,0,10,69.56
50,100,90,8.0,5.5,4.0,1.0,2.0,0,1,0,1,8,29.36
30,120,70,5.5,5.5,4.0,1.0,1.0,1,0,1,0,4,61.63
20,100,100,6.5,9.0,4.0,1.3,1.0,1,0,1,1,6,59.67
60,160,90,6.5,4.5,5.0,1.6,1.5,0,1,1,0,10,62.84
30,180,70,5.5,6.5,2.0,1.6,3.0,0,0,1,0,4,39.98
20,120,100,10.0,7.5,4.0,1.0,2.0,0,0,0,1,8,26.2
50,100,70,4.5,7.5,5.0,1.3,1.0,0,1,1,0,6,60.5
30,160,80,10.0,6.5,2.0,0.8,1.5,0,1,1,1,10,39.26
70,180,60,5.5,7.5,4.0,1.6,2.0,0,0,1,1,8,53.58
50,140,70,8.0,5.5,3.0,1.0,2.0,0,1,1,0,4,60.75
40,160,90,4.5,4.5,2.0,1.0,1.0,1,1,0,0,8,36.35
30,120,70,6.5,4.5,5.0,1.0,1.5,1,1,0,0,6,49.56
30,100,80,4.5,9.0,4.0,1.3,2.0,1,0,0,1,4,41.92
50,120,80,10.0,7.5,5.0,0.8,3.0,0,0,1,0,4,42.81
40,140,60,6.5,5.5,3.0,1.6,1.0,1,1,0,1,10,61.92
60,180,70,8.0,9.0,2.0,1.6,2.0,1,0,0,0,10,62.87
40,160,70,10.0,9.0,3.0,1.6,1.5,1,0,0,0,10,52.63
80,140,80,4.5,9.0,5.0,1.0,2.0,0,0,1,1,4,55.56
60,160,70,8.0,7.5,5.0,1.0,2.0,0,1,0,0,10,61.9
40,180,100,4.5,7.5,2.0,1.3,1.0,1,1,1,0,6,47.86
70,160,60,10.0,4.5,2.0,1.3,1.5,0,0,1,1,8,43.31
50,100,90,10.0,6.5,3.0,1.3,1.5,1,1,0,1,10,28.26
50,120,60,4.5,5.5,5.0,0.8,1.5,0,0,1,1,10,67.06
40,120,60,10.0,5.5,5.0,1.6,2.0,1,1,1,1,6,62.9
50,120,90,4.5,6.5,5.0,1.6,2.0,0,0,0,0,10,34.14
20,180,60,10.0,5.5,3.0,1.3,2.0,1,1,1,1,6,60.91
50,140,80,5.5,5.5,4.0,1.6,1.5,1,1,0,0,10,52.37
70,140,100,8.0,6.5,5.0,0.8,1.5,1,0,1,0,4,63.47
40,140,60,6.5,4.5,4.0,1.6,1.5,0,0,0,0,6,45.38
30,100,70,10.0,5.5,2.0,1.0,3.0,1,1,0,0,4,54.62
70,140,70,5.5,4.5,2.0,0.8,1.0,0,0,1,0,4,30.03
30,100,90,8.0,5.5,5.0,1.0,2.0,0,0,1,1,10,50.61
50,180,90,10.0,9.0,3.0,0.8,1.5,1,1,1,0,6,54.0
20,140,70,4.5,5.5,2.0,1.3,3.0,0,1,1,1,10,39.71
40,140,90,5.5,9.0,5.0,1.6,1.5,1,1,0,0,10,32.26
80,120,60,6.5,9.0,5.0,1.6,3.0,0,1,1,1,4,45.8
80,160,90,10.0,6.5,4.0,1.3,2.0,0,1,1,0,6,47.44
60,140,60,4.5,5.5,2.0,1.6,2.0,0,1,1,0,10,39.73
80,180,90,6.5,9.0,2.0,1.3,1.0,1,0,0,0,8,32.24
50,160,100,8.0,6.5,2.0,1.0,3.0,0,1,1,0,6,22.32
60,140,70,5.5,6.5,3.0,1.3,1.0,0,0,0,1,4,43.3
30,160,80,4.5,4.5,5.0,1.6,2.0,0,1,1,1,8,51.21
30,140,100,5.5,5.5,3.0,0.8,1.0,1,0,1,1,6,48.16
50,120,100,8.0,4.5,3.0,1.3,2.0,0,1,1,0,6,44.16
20,100,90,6.5,7.5,3.0,0.8,3.0,1,0,0,1,10,25.43
70,160,100,6.5,6.5,4.0,0.8,2.0,0,1,0,0,8,33.0
50,140,70,4.5,7.5,4.0,1.6,1.5,1,1,0,1,4,44.29
60,100,70,4.5,9.0,3.0,1.0,2.0,1,1,0,1,8,42.29
40,140,100,8.0,5.5,3.0,0.8,1.5,0,0,0,1,4,29.76
60,160,100,5.5,9.0,3.0,0.8,1.0,0,0,1,1,4,43.73
30,100,80,8.0,6.5,4.0,1.0,1.0,0,1,0,1,10,42.33
20,140,100,5.5,4.5,2.0,1.6,1.5,1,0,0,0,8,33.54
60,100,70,5.5,5.5,2.0,1.3,1.0,1,0,1,1,4,42.62
50,100,90,8.0,6.5,3.0,1.0,1.5,0,1,0,0,10,26.05
60,180,100,6.5,9.0,2.0,1.0,2.0,1,0,1,0,6,37.06
70,120,90,8.0,7.5,4.0,1.0,3.0,1,0,0,0,6,35.16
30,140,100,10.0,7.5,3.0,1.0,2.0,1,1,0,0,10,28.76
80,140,90,8.0,9.0,2.0,1.3,1.0,1,1,0,0,4,36.3
80,140,100,4.5,6.5,3.0,1.0,1.5,0,1,1,0,6,49.88
40,120,90,8.0,4.5,4.0,0.8,1.0,0,1,0,0,4,34.99
20,140,80,6.5,9.0,3.0,1.6,1.5,1,0,0,0,6,40.2
40,100,90,10.0,4.5,4.0,0.8,1.5,0,1,1,0,10,55.53
30,140,90,4.5,6.5,2.0,1.3,2.0,0,1,1,1,10,28.84
70,140,90,8.0,5.5,3.0,1.6,2.0,0,1,1,1,8,49.79
60,160,70,4.5,7.5,4.0,1.6,2.0,0,1,1,0,10,63.86
70,180,60,5.5,4.5,3.0,1.6,1.0,1,0,0,0,6,48.45
80,100,80,6.5,9.0,4.0,1.3,1.0,0,1,1,1,8,63.56
20,140,60,10.0,5.5,3.0,1.6,2.0,1,0,0,1,10,58.3
80,120,70,10.0,6.5,5.0,1.0,1.5,0,1,0,0,8,41.4
40,140,60,4.5,4.5,3.0,1.3,1.0,0,0,0,1,10,51.11
30,100,70,4.5,5.5,2.0,1.3,1.5,0,1,1,0,4,44.41
70,140,100,6.5,6.5,2.0,1.0,3.0,0,0,0,1,4,33.36
30,120,90,6.5,9.0,4.0,1.6,3.0,0,0,1,0,4,36.37
20,100,90,4.5,7.5,2.0,1.3,2.0,1,0,1,1,10,31.46
60,120,60,4.5,4.5,3.0,1.0,1.0,0,0,0,0,8,47.24
20,160,60,6.5,6.5,5.0,1.3,2.0,0,1,1,1,10,70.08
20,120,70,6.5,9.0,2.0,0.8,1.0,1,0,1,1,8,44.63
30,100,80,4.5,6.5,3.0,1.3,1.5,0,0,0,0,10,36.88
30,180,100,8.0,9.0,5.0,1.0,1.5,1,1,1,1,6,61.5
60,140,60,4.5,4.5,2.0,0.8,2.0,0,1,1,0,10,37.32
60,120,60,5.5,7.5,4.0,1.3,3.0,1,1,1,0,6,45.48
40,160,100,8.0,6.5,5.0,1.3,1.5,0,0,0,0,10,29.77
80,120,60,4.5,9.0,4.0,1.0,3.0,0,1,0,0,4,51.26
60,160,90,8.0,6.5,3.0,1.3,2.0,0,1,1,0,4,48.16
70,120,60,5.5,5.5,2.0,1.3,2.0,0,1,0,0,6,49.46
70,120,90,6.5,4.5,3.0,1.6,1.0,1,0,1,1,6,54.4
60,120,100,5.5,9.0,5.0,1.0,1.0,0,0,1,0,10,53.46
70,120,80,8.0,4.5,5.0,1.3,3.0,0,1,1,0,10,46.47
50,100,100,8.0,7.5,4.0,1.3,2.0,0,0,1,1,10,47.6
70,160,70,8.0,6.5,5.0,1.6,2.0,1,0,0,1,6,59.64
20,160,90,10.0,7.5,3.0,0.8,3.0,1,1,0,1,6,39.04
40,140,100,10.0,5.5,5.0,1.6,2.0,0,0,1,0,4,45.79
40,160,100,4.5,9.0,2.0,0.8,1.5,1,0,0,0,10,24.37
80,160,60,10.0,6.5,5.0,1.0,3.0,0,1,0,0,6,56.82
70,160,70,4.5,5.5,5.0,1.6,3.0,1,1,0,0,10,67.01
60,140,100,4.5,9.0,5.0,0.8,1.5,0,1,0,0,4,24.28
50,100,80,8.0,7.5,2.0,1.3,2.0,1,0,1,0,6,35.31
30,160,80,5.5,7.5,3.0,1.6,3.0,0,1,1,1,10,52.11
80,160,60,10.0,6.5,2.0,1.3,1.0,1,1,0,1,6,61.36
70,120,60,10.0,4.5,4.0,0.8,3.0,1,0,0,0,8,54.18
60,100,100,4.5,4.5,2.0,1.6,1.5,0,1,1,0,10,30.51
70,120,80,4.5,5.5,5.0,1.6,2.0,1,0,0,1,8,50.71
50,180,70,8.0,4.5,4.0,1.6,1.0,1,0,1,0,4,64.04
70,100,100,4.5,6.5,3.0,1.6,2.0,1,0,1,1,8,42.23
40,180,90,5.5,7.5,3.0,1.0,1.0,1,0,1,0,10,55.87
20,140,80,4.5,5.5,2.0,1.0,2.0,1,0,1,1,8,37.04
20,160,100,4.5,7.5,4.0,1.0,2.0,0,1,1,1,4,44.75
50,120,60,4.5,4.5,3.0,1.0,3.0,1,1,0,0,8,52.35
20,120,60,10.0,5.5,5.0,1.3,1.0,0,1,1,0,10,66.88
60,140,80,6.5,6.5,5.0,1.0,1.5,1,1,0,1,8,48.38
20,180,80,5.5,7.5,3.0,1.3,1.0,0,0,1,1,4,54.35
30,100,100,6.5,9.0,3.0,0.8,3.0,0,0,1,1,8,31.3
80,120,60,8.0,6.5,4.0,1.6,2.0,1,1,1,0,10,67.43
40,160,70,10.0,7.5,5.0,1.3,3.0,1,1,1,1,4,45.27
40,160,80,6.5,9.0,2.0,0.8,1.5,0,0,1,0,6,37.18
40,180,90,6.5,5.5,3.0,1.6,2.0,0,1,1,1,8,52.96
40,100,70,6.5,5.5,2.0,1.3,2.0,0,0,1,1,4,36.83
70,120,80,4.5,7.5,4.0,1.6,1.5,0,1,1,1,4,61.95
30,140,80,8.0,9.0,4.0,1.6,1.5,0,0,0,1,8,34.33
50,160,80,6.5,6.5,4.0,1.0,1.5,0,0,0,1,10,48.54
40,140,70,6.5,4.5,3.0,1.0,2.0,1,0,1,0,6,54.77
20,120,90,10.0,7.5,3.0,1.6,2.0,0,1,1,0,10,46.91
50,100,90,8.0,6.5,4.0,1.0,3.0,0,1,1,1,8,35.29
50,160,80,10.0,4.5,2.0,1.0,1.0,1,0,1,0,4,50.43
50,100,70,4.5,6.5,5.0,1.6,3.0,0,0,0,1,6,36.58
20,180,100,6.5,6.5,3.0,1.0,1.0,0,1,1,0,8,59.99
20,160,90,10.0,7.5,2.0,1.0,3.0,0,0,0,0,6,34.29
40,180,80,10.0,9.0,3.0,1.0,2.0,0,0,0,1,8,47.02
50,100,100,6.5,9.0,4.0,0.8,1.5,1,0,1,0,6,61.0
50,180,80,5.5,7.5,3.0,1.0,1.0,0,1,1,1,4,52.83
70,100,80,8.0,4.5,3.0,1.0,1.5,1,1,0,1,4,50.48
20,140,100,6.5,4.5,2.0,1.6,1.0,0,0,1,1,8,31.27
60,120,90,6.5,9.0,4.0,1.3,1.5,0,1,0,0,10,29.83
60,160,70,8.0,6.5,2.0,1.3,1.5,0,1,1,1,10,55.74
20,120,80,5.5,4.5,2.0,1.0,3.0,0,0,0,1,6,43.96
50,100,90,6.5,4.5,4.0,1.3,2.0,0,1,0,1,6,25.63
80,100,60,4.5,4.5,4.0,1.0,1.5,1,1,1,0,4,66.56
30,180,100,8.0,9.0,2.0,0.8,1.0,1,0,1,0,4,42.15
80,120,100,10.0,5.5,4.0,1.6,1.5,1,0,0,0,10,30.86
60,180,70,8.0,9.0,2.0,1.6,1.5,1,1,0,1,10,56.38
20,160,80,5.5,5.5,2.0,1.3,3.0,0,1,1,1,8,38.44
